City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
99,Peniche,PT,39.3558,-9.3811,82.08,81,73,6.64,broken clouds
100,Santa Rosa,PH,14.3122,121.1114,81.1,94,68,1.5,broken clouds
101,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,76,20,11.5,few clouds
102,Aykhal,RU,66.0,111.5,60.66,45,84,3.38,broken clouds
103,Yulara,AU,-25.2406,130.9889,58.46,49,2,5.19,clear sky
104,Longyearbyen,SJ,78.2186,15.6401,44.44,61,40,19.57,scattered clouds
105,Faanui,PF,-16.4833,-151.75,79.72,71,100,19.75,overcast clouds
106,Fortuna,US,40.5982,-124.1573,59.94,73,75,9.22,broken clouds
107,Coruripe,BR,-10.1256,-36.1756,80.11,73,16,6.87,few clouds
108,Faya,SA,18.3851,42.4509,84.72,37,94,4.27,overcast clouds
109,Basa,ES,37.4117,-2.7641,88.93,21,89,7.0,overcast clouds
110,Tommot,RU,58.9564,126.2925,49.51,94,69,2.8,light rain
111,Luderitz,NA,-26.6481,15.1594,59.41,72,1,2.44,clear sky
112,Koroni,GR,36.8,21.95,79.07,69,61,3.18,broken clouds
113,New Norfolk,AU,-42.7826,147.0587,43.72,83,100,3.04,overcast clouds
114,Montepuez,MZ,-13.1256,38.9997,67.24,67,60,5.14,broken clouds
115,Bubaque,GW,11.2833,-15.8333,78.08,85,94,9.75,overcast clouds
116,Hirara,JP,24.8,125.2833,81.37,82,100,7.49,overcast clouds
117,Port Elizabeth,ZA,-33.918,25.5701,61.09,66,20,21.0,few clouds
118,Leningradskiy,RU,69.3833,178.4167,30.49,97,94,6.46,snow
119,Berdigestyakh,RU,62.0989,126.6992,47.59,95,53,3.24,broken clouds
120,Hobart,AU,-42.8794,147.3294,44.06,88,100,8.05,overcast clouds
121,Poya,NC,-21.35,165.15,71.19,91,32,3.74,scattered clouds
122,Nuuk,GL,64.1835,-51.7216,43.41,39,75,23.02,broken clouds
123,Dalvik,IS,65.9702,-18.5286,57.13,86,88,7.29,overcast clouds
124,Sandakan,MY,5.8402,118.1179,78.48,94,20,2.3,few clouds
125,Lebu,CL,-37.6167,-73.65,49.95,95,100,10.74,overcast clouds
126,Jamestown,US,42.097,-79.2353,79.02,64,80,3.0,broken clouds
127,Alice Springs,AU,-23.7,133.8833,45.95,71,0,4.61,clear sky
128,Eureka,US,40.8021,-124.1637,60.21,77,2,5.99,clear sky
129,Cabo San Lucas,MX,22.8909,-109.9124,90.7,30,0,0.0,clear sky
130,Arlit,NE,18.7369,7.3853,111.0,7,64,10.69,broken clouds
131,Kiama,AU,-34.6833,150.8667,47.44,84,1,6.71,clear sky
132,Avera,US,33.194,-82.5271,97.38,36,60,6.78,broken clouds
133,Hilo,US,19.7297,-155.09,75.27,97,100,6.91,light rain
134,Lokachi,UA,50.737,24.6494,57.92,75,86,10.98,overcast clouds
135,Olafsvik,IS,64.8945,-23.7142,49.3,71,68,17.81,broken clouds
136,La Paz,BO,-16.5,-68.15,55.38,7,0,6.91,clear sky
137,Shelburne,CA,44.0787,-80.2041,72.39,57,1,3.69,clear sky
138,Saskylakh,RU,71.9167,114.0833,46.65,62,94,13.2,overcast clouds
139,Qianan,CN,44.9932,124.0581,61.74,85,95,5.21,overcast clouds
140,Bonavista,CA,48.6499,-53.1147,43.93,82,100,12.19,overcast clouds
141,Sattahip,TH,12.6664,100.9007,86.99,84,20,4.61,few clouds
142,Krasnoselkup,RU,65.7,82.4667,63.37,80,67,10.04,light rain
143,Lagoa,PT,39.05,-27.9833,63.46,77,65,11.61,broken clouds
144,Lerwick,GB,60.1545,-1.1494,53.6,90,100,13.02,overcast clouds
145,Ancud,CL,-41.8697,-73.8203,49.23,81,52,7.43,light rain
146,Srivardhan,IN,18.0333,73.0167,82.72,80,47,6.78,scattered clouds
147,Cidreira,BR,-30.1811,-50.2056,64.44,74,0,13.8,clear sky
148,Sambava,MG,-14.2667,50.1667,72.84,87,42,7.18,light rain
149,Isangel,VU,-19.55,169.2667,74.43,87,53,9.24,broken clouds
150,Tuktoyaktuk,CA,69.4541,-133.0374,41.0,65,20,5.75,few clouds
151,Whitianga,NZ,-36.8333,175.7,56.35,85,36,14.63,scattered clouds
152,Lieksa,FI,63.3167,30.0167,60.57,70,100,3.83,overcast clouds
153,Kabelvag,NO,68.2114,14.4817,53.53,93,75,6.91,broken clouds
154,Agadez,NE,19.75,10.25,103.6,13,2,9.57,clear sky
155,Slave Lake,CA,55.2834,-114.769,58.98,72,100,6.91,overcast clouds
156,Esperance,AU,-33.8667,121.9,54.66,75,8,11.7,clear sky
157,Norman Wells,CA,65.282,-126.8329,50.04,76,75,5.75,broken clouds
158,Maceio,BR,-9.6658,-35.7353,81.84,65,75,10.36,light rain
159,Grindavik,IS,63.8424,-22.4338,52.27,66,75,21.85,broken clouds
160,Salalah,OM,17.0151,54.0924,86.09,84,75,10.36,broken clouds
161,Mount Isa,AU,-20.7333,139.5,53.37,43,0,4.61,clear sky
162,Sabaudia,IT,41.3003,13.0282,84.9,56,1,5.26,clear sky
163,Bethel,US,41.3712,-73.414,78.21,52,0,11.5,clear sky
164,Tabas,IR,33.5959,56.9244,99.61,10,7,9.55,clear sky
165,Kruisfontein,ZA,-34.0033,24.7314,57.88,77,92,24.65,light rain
166,Salekhard,RU,66.53,66.6019,56.25,50,44,6.33,scattered clouds
167,Luba,GQ,3.4568,8.5547,79.92,83,78,9.26,light rain
168,Tuatapere,NZ,-46.1333,167.6833,44.15,78,83,19.66,broken clouds
169,Margate,GB,51.3813,1.3862,68.88,66,0,1.01,clear sky
170,Tabou,CI,4.423,-7.3528,80.83,70,73,10.8,broken clouds
171,Haines Junction,CA,60.7522,-137.5108,48.15,81,100,2.3,overcast clouds
172,Fermoy,IE,52.1358,-8.2758,66.72,70,100,7.74,overcast clouds
173,Sola,VU,-13.8833,167.55,80.17,80,55,20.47,broken clouds
174,Karacabey,TR,40.2152,28.4038,79.18,63,5,8.63,clear sky
175,Avarua,CK,-21.2078,-159.775,75.25,83,75,6.91,broken clouds
176,Port Alfred,ZA,-33.5906,26.891,60.19,47,69,3.0,broken clouds
177,Port Hedland,AU,-20.3167,118.5667,66.25,55,40,6.91,scattered clouds
178,Yar-Sale,RU,66.8333,70.8333,54.12,67,83,5.99,broken clouds
179,Chernyshevskiy,RU,63.0128,112.4714,53.44,70,49,2.57,scattered clouds
180,Lagos,NG,6.5833,3.75,86.32,84,85,6.71,overcast clouds
181,Dzaoudzi,YT,-12.7887,45.2699,76.89,83,0,6.91,clear sky
182,Constitucion,CL,-35.3333,-72.4167,53.2,79,99,10.92,overcast clouds
183,Castro,BR,-24.7911,-50.0119,60.57,59,36,7.43,scattered clouds
184,Nioro,GM,13.35,-15.75,90.82,46,85,7.25,light rain
185,Nome,US,64.5011,-165.4064,39.27,87,100,8.05,light rain
186,Prainha,BR,-1.8,-53.48,83.86,65,36,4.97,scattered clouds
187,Dwarka,IN,22.2394,68.9678,86.31,75,71,10.65,broken clouds
188,Lodwar,KE,3.1191,35.5973,89.47,31,4,9.35,clear sky
189,Ashland,US,40.8167,-82.2665,78.96,93,100,1.05,overcast clouds
190,La Ronge,CA,55.1001,-105.2842,57.45,88,100,11.5,overcast clouds
191,Midyat,TR,37.4247,41.3393,75.78,33,0,8.23,clear sky
192,Port Shepstone,ZA,-30.7414,30.455,70.77,70,100,3.36,overcast clouds
193,Kampot,KH,10.6167,104.1833,78.85,83,98,3.27,overcast clouds
194,Sayyan,YE,15.1718,44.3244,73.06,11,53,9.98,broken clouds
195,Aswan,EG,24.0934,32.907,103.3,13,0,11.5,clear sky
196,Hauterive,FR,46.0901,3.4459,86.76,40,84,6.44,broken clouds
197,Shangzhi,CN,45.2167,127.9667,56.14,89,82,1.1,broken clouds
198,Aasiaat,GL,68.7098,-52.8699,32.34,78,52,2.1,broken clouds
199,Emerald,AU,-23.5333,148.1667,50.34,75,0,4.99,clear sky
200,Urubicha,BO,-15.3833,-62.95,79.83,25,4,4.03,clear sky
201,Tessalit,ML,20.1986,1.0114,104.76,11,99,12.57,overcast clouds
202,Broken Hill,AU,-31.95,141.4333,49.17,51,0,15.55,clear sky
203,Tucano,BR,-10.9631,-38.7867,86.59,43,76,9.69,broken clouds
204,Palana,RU,59.1167,159.9667,35.56,88,10,1.88,clear sky
205,Mount Vernon,US,40.9126,-73.8371,79.92,53,75,8.05,broken clouds
206,Geraldton,AU,-28.7667,114.6,50.41,87,0,8.05,clear sky
207,Shenjiamen,CN,29.9576,122.298,71.64,93,100,11.56,overcast clouds
208,Gunnedah,AU,-30.9833,150.25,42.78,82,0,0.56,clear sky
209,Atbasar,KZ,51.8,68.3333,56.44,75,57,7.61,broken clouds
210,Bambous Virieux,MU,-20.3428,57.7575,73.65,64,40,13.8,scattered clouds
211,Saint-Philippe,RE,-21.3585,55.7679,71.19,70,37,13.15,scattered clouds
212,Chuy,UY,-33.6971,-53.4616,63.41,65,28,7.96,scattered clouds
213,Khatanga,RU,71.9667,102.5,49.78,53,8,11.92,clear sky
214,Sehore,IN,23.2,77.0833,89.87,43,53,9.64,broken clouds
215,Aquiraz,BR,-3.9014,-38.3911,86.09,60,6,11.97,clear sky
216,Bela Palanka,RS,43.2183,22.3111,72.19,72,6,6.55,clear sky
217,Arraial Do Cabo,BR,-22.9661,-42.0278,71.56,64,75,10.36,broken clouds
218,Lata,PT,40.1629,-8.3327,87.49,48,93,6.71,overcast clouds
219,Rawson,AR,-43.3002,-65.1023,57.54,45,22,10.71,few clouds
220,Hithadhoo,MV,-0.6,73.0833,83.37,67,38,2.1,scattered clouds
221,Katsuura,JP,35.1333,140.3,63.5,89,100,17.16,light rain
222,Soyo,AO,-6.1349,12.3689,75.02,75,75,8.68,broken clouds
223,Ambilobe,MG,-13.2,49.05,73.36,76,26,4.65,scattered clouds
224,Ayorou,NE,14.7308,0.9174,109.96,10,91,9.24,overcast clouds
225,Moses Lake,US,47.1301,-119.2781,61.48,44,0,17.27,clear sky
226,Thompson,CA,55.7435,-97.8558,77.16,44,75,8.05,broken clouds
227,Moyale,KE,3.5167,39.0584,67.89,65,31,4.36,scattered clouds
228,Abu Kamal,SY,34.4506,40.9171,90.72,18,0,7.9,clear sky
229,Sechura,PE,-5.5569,-80.8222,73.27,56,45,9.98,scattered clouds
230,Kenai,US,60.5544,-151.2583,55.09,78,0,4.61,clear sky
231,Chara,RU,56.9064,118.2631,50.56,79,14,0.85,few clouds
232,Guerrero Negro,MX,27.9769,-114.0611,69.01,63,5,15.41,clear sky
233,Ngunguru,NZ,-35.6167,174.5,53.53,81,1,11.23,clear sky
234,Ondjiva,AO,-17.0667,15.7333,80.64,18,0,4.61,clear sky
235,Conde,BR,-7.2597,-34.9075,83.66,65,75,10.36,broken clouds
236,Clyde River,CA,70.4692,-68.5914,37.63,81,0,6.91,clear sky
237,Nelson Bay,AU,-32.7167,152.15,46.0,78,0,7.78,light rain
238,Synya,RU,65.3718,58.0387,56.61,75,100,3.27,light rain
239,Agirish,RU,61.9247,63.0231,57.79,54,21,2.91,few clouds
240,Awbari,LY,26.5921,12.7805,95.05,11,33,10.0,scattered clouds
241,Waterloo,CA,43.4668,-80.5164,78.73,46,0,5.75,clear sky
242,Labuhan,ID,-6.8844,112.2051,79.27,85,65,10.27,broken clouds
243,Kavaratti,IN,10.5669,72.642,83.39,77,94,13.13,overcast clouds
244,Seaford,GB,50.7714,0.1027,72.68,56,0,7.29,clear sky
245,Celendin,PE,-6.8703,-78.1517,64.92,56,42,3.29,scattered clouds
246,New Ross,IE,52.3967,-6.9367,64.04,59,88,7.87,overcast clouds
247,Portland,US,45.5234,-122.6762,58.55,81,75,8.05,broken clouds
248,Anadyr,RU,64.75,177.4833,30.7,92,40,4.47,scattered clouds
249,Pevek,RU,69.7008,170.3133,32.79,80,0,2.64,clear sky
250,Carutapera,BR,-1.195,-46.02,82.51,74,84,9.73,broken clouds
251,Chute-Aux-Outardes,CA,49.1168,-68.399,57.18,88,100,3.44,overcast clouds
252,Turiacu,BR,-1.6633,-45.3717,82.76,72,68,7.83,broken clouds
253,Olinda,BR,-8.0089,-34.8553,83.93,61,40,8.05,scattered clouds
254,Coquimbo,CL,-29.9533,-71.3436,55.13,66,75,4.61,broken clouds
255,Bathsheba,BB,13.2167,-59.5167,79.41,94,75,19.57,broken clouds
256,Yakeshi,CN,49.2833,120.7333,54.99,90,85,3.24,overcast clouds
257,Naica,MX,27.85,-105.4833,87.93,25,7,1.74,clear sky
258,Pingliang,CN,35.5392,106.6861,66.16,31,0,4.56,clear sky
259,Melfort,CA,52.8667,-104.6177,55.53,88,100,8.05,light rain
260,Nouadhibou,MR,20.931,-17.0347,76.98,65,1,23.02,sand
261,Amurzet,RU,47.6967,131.0981,59.05,78,100,3.38,overcast clouds
262,Kamenka,RU,51.3223,42.7678,67.8,69,3,9.4,clear sky
263,Flinders,AU,-34.5833,150.8552,47.25,84,0,1.99,clear sky
264,San Patricio,US,28.017,-97.5169,90.07,41,77,22.03,broken clouds
265,Urucara,BR,-2.5364,-57.76,85.91,62,60,3.13,light rain
266,Itarema,BR,-2.9248,-39.9167,83.73,59,3,14.32,clear sky
267,Loiza,PR,18.4313,-65.8802,89.64,74,40,19.57,scattered clouds
268,Waipawa,NZ,-41.4122,175.5153,50.32,63,9,17.47,clear sky
269,Sabang,ID,5.8933,95.3214,81.59,78,37,22.59,scattered clouds
270,Guarapari,BR,-20.6667,-40.4975,70.9,64,81,12.41,broken clouds
271,Bombay,IN,19.0144,72.8479,85.98,79,40,9.22,haze
272,Cosala,MX,24.4125,-106.6908,92.37,38,3,2.8,clear sky
273,Samarai,PG,-10.6167,150.6667,80.91,81,35,12.28,scattered clouds
274,Hvolsvollur,IS,63.7533,-20.2243,50.67,62,88,14.9,overcast clouds
275,Cairns,AU,-16.9167,145.7667,71.55,73,100,11.5,overcast clouds
276,Shimoda,JP,34.6667,138.95,60.1,93,100,16.75,light rain
277,Devils Lake,US,48.1128,-98.8651,70.95,83,100,10.0,overcast clouds
278,Wadi Maliz,TN,36.4681,8.5495,98.26,17,0,10.65,clear sky
279,Regina,CA,50.4501,-104.6178,59.11,64,75,6.91,broken clouds
280,La Rioja,ES,42.25,-2.5,63.75,85,100,0.56,overcast clouds
281,Calvinia,ZA,-31.4707,19.776,44.15,89,96,14.29,light rain
282,Sisimiut,GL,66.9395,-53.6735,37.56,63,7,25.46,clear sky
283,Pacifica,US,37.6138,-122.4869,76.68,66,0,5.01,clear sky
284,Saint-Paul,RE,-21.0096,55.2707,74.35,71,72,6.04,broken clouds
285,Alto Araguaia,BR,-17.3147,-53.2153,75.04,32,98,4.41,overcast clouds
286,Huangnihe,CN,43.5583,128.0239,47.7,97,99,6.15,overcast clouds
287,Beringovskiy,RU,63.05,179.3167,33.22,95,97,5.41,overcast clouds
288,Constantine,DZ,36.365,6.6147,96.21,16,0,12.66,clear sky
289,San Ramon,US,37.7799,-121.978,76.14,48,0,4.61,clear sky
290,Fairbanks,US,64.8378,-147.7164,57.09,70,40,0.0,smoke
291,Savinka,RU,50.0785,47.0994,70.61,47,3,8.28,clear sky
292,Assiniboia,CA,49.6334,-105.9845,60.31,38,13,16.67,few clouds
293,Korla,CN,41.7597,86.1469,87.28,6,78,4.36,broken clouds
294,Devonport,AU,-41.1667,146.35,54.0,69,100,12.12,moderate rain
295,Namatanai,PG,-3.6667,152.4333,78.42,82,25,7.02,scattered clouds
296,Malanje,AO,-9.5402,16.341,70.43,25,52,1.68,broken clouds
297,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,73,40,3.13,scattered clouds
298,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.56,55,0,10.36,clear sky
299,Talnakh,RU,69.4865,88.3972,67.93,49,76,6.06,broken clouds
300,Riachao,BR,-7.3619,-46.6172,86.65,45,34,9.66,scattered clouds
301,Xuanhua,CN,40.6103,115.0447,64.92,54,45,4.16,scattered clouds
302,Saldanha,ZA,-33.0117,17.9442,53.65,75,17,16.15,light rain
303,Jamame,SO,0.0722,42.7506,77.27,78,8,10.25,clear sky
304,Khorramshahr,IR,30.4397,48.1664,107.56,12,0,4.61,clear sky
305,Mersing,MY,2.4312,103.8405,76.91,88,20,5.75,few clouds
306,Messina,IT,38.1933,15.5497,83.75,48,20,14.97,few clouds
307,Albemarle,US,35.3501,-80.2001,80.82,65,0,0.0,clear sky
308,Hamadan,IR,34.7992,48.5146,67.59,26,0,6.96,clear sky
309,Ola,RU,59.5833,151.2833,44.15,91,100,3.85,overcast clouds
310,Acapulco,MX,16.8634,-99.8901,85.82,66,75,11.5,broken clouds
311,Fez,MA,34.0372,-4.9998,106.05,21,40,3.44,scattered clouds
312,Bredasdorp,ZA,-34.5322,20.0403,52.95,77,92,15.19,light rain
313,Ternate,ID,0.8,127.4,79.86,80,96,3.8,overcast clouds
314,Funadhoo,MV,6.15,73.2667,83.25,76,96,14.36,overcast clouds
315,Kirakira,SB,-10.4544,161.9205,80.01,85,99,11.39,overcast clouds
316,North Myrtle Beach,US,33.816,-78.68,94.1,71,20,9.22,few clouds
317,Lumberton,US,34.6182,-79.0086,93.51,41,68,5.01,broken clouds
318,Zhangzhou,CN,24.5133,117.6556,76.93,98,100,0.94,overcast clouds
319,Hasaki,JP,35.7333,140.8333,63.0,86,100,14.85,light rain
320,San Andres,CO,12.5847,-81.7006,75.22,88,100,20.71,moderate rain
321,Urumqi,CN,43.801,87.6005,77.95,41,0,6.71,clear sky
322,Viedma,AR,-40.8135,-62.9967,63.07,27,97,8.86,overcast clouds
323,Chumphon,TH,10.3333,98.8333,73.36,92,77,1.1,broken clouds
324,Half Moon Bay,US,37.4636,-122.4286,78.58,55,0,0.0,clear sky
325,Bollnas,SE,61.3482,16.3946,64.87,43,53,7.47,broken clouds
326,Verkhnevilyuysk,RU,63.4453,120.3167,49.01,84,61,5.08,broken clouds
327,Casma,CL,-41.0082,-73.1244,49.28,93,100,5.41,overcast clouds
328,Puerto Leguizamo,CO,-0.1934,-74.7819,82.47,52,92,3.89,overcast clouds
329,Fort Nelson,CA,58.8053,-122.7002,62.19,42,20,10.36,few clouds
330,Arman,RU,59.7,150.1667,44.02,95,100,1.61,light rain
331,Tibati,CM,6.4667,12.6333,71.87,90,91,4.81,light rain
332,Pandan,PH,14.0453,124.1694,80.96,82,76,2.3,broken clouds
333,Mount Gambier,AU,-37.8333,140.7667,49.69,79,83,12.68,broken clouds
334,Saint George,US,37.1041,-113.5841,76.62,24,0,4.61,clear sky
335,Peterhead,GB,57.5058,-1.7981,63.0,88,100,4.65,overcast clouds
336,Dali,CN,25.7,100.1833,57.63,93,100,2.64,overcast clouds
337,Port-Gentil,GA,-0.7193,8.7815,80.56,74,40,13.8,scattered clouds
338,Bodhan,IN,18.6667,77.9,83.66,66,31,10.85,scattered clouds
339,Zaysan,KZ,47.4667,84.8667,64.33,74,100,5.37,light rain
340,Niigata,JP,37.9022,139.0236,63.91,70,93,15.03,overcast clouds
341,Muisne,EC,0.6,-80.0333,77.45,82,100,13.62,light rain
342,Araouane,ML,18.9048,-3.5265,109.45,9,82,11.39,broken clouds
343,Hudson Bay,CA,52.85,-102.3842,56.52,98,100,6.98,overcast clouds
344,Langsa,ID,4.4683,97.9683,74.82,94,95,2.26,overcast clouds
345,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,60,84,10.56,broken clouds
346,Conceicao Do Araguaia,BR,-8.2578,-49.2647,88.61,47,61,8.25,broken clouds
347,Ixtapa,MX,20.7,-105.2,87.22,62,40,5.01,scattered clouds
348,Tiznit,MA,29.5833,-9.5,83.61,41,99,3.49,overcast clouds
